Starts: P1, pid=6160, time=0
Done: P1, pid=6160, time=3000
Starts: P2, pid=6161, time=3000
Done: P2, pid=6161, time=4000
Starts: P3, pid=6162, time=4000
Done: P3, pid=6162, time=8000
Starts: P5, pid=6164, time=8000
Done: P5, pid=6164, time=9000
Starts: P4, pid=6163, time=9000
Done: P4, pid=6163, time=11000
