Starts: P1, pid=6033, time=0
Done: P1, pid=6033, time=500
Starts: P2, pid=6034, time=500
Done: P2, pid=6034, time=1000
Starts: P3, pid=6035, time=1000
Done: P3, pid=6035, time=1500
Starts: P4, pid=6036, time=1500
Done: P4, pid=6036, time=2000
Starts: P5, pid=6037, time=2000
Done: P5, pid=6037, time=2500
