Starts: P1, pid=5878, time=0
Done: P1, pid=5878, time=500
Starts: P2, pid=5879, time=500
Done: P2, pid=5879, time=1000
Starts: P3, pid=5880, time=1000
Done: P3, pid=5880, time=1500
Starts: P4, pid=5881, time=1500
Done: P4, pid=5881, time=2000
Starts: P5, pid=5882, time=2000
Done: P5, pid=5882, time=2500
